date,ore_extracted,equipment_workload,avg_processing_cost,pit_utilization_rate,production_intensity,operational_cost,haul_trips,safety_compliance_score,efficiency_index,operational_noise,revenue,profit,risk_zone,mine_region,shutdown_risk
7/3/2014,128.927.732.189.252,803.360.945.676.556,282.614.276.236.854,801.700.723.234.521,53.184.468.533.193,749.165.408.667.917,221.175.446.854.904,925.061.324.257.654,160.485.436.693.309,-911.637.392.612.214,458.559.916.128.969,15.798.567.230.761,Low Risk,Sulawesi,No
7/4/2014,110.491.891.384.121,586.913.521.754.022,431.034.643.298.481,943.090.050.054.436,698.088.118.478.569,63.495.421.857.156,312.854.971.624.911,765.096.088.449.043,184.153.152.306.869,-166.455.268.195.858,420.582.085.289.894,108.557.374.348.045,High Risk,Papua,No
7/5/2014,598.860.145.485.536,40,417.930.987.621.658,571.640.259.641.708,374.740.125.712.481,441.449.883.851.343,34.724.321.838.934,922.283.976.253.828,998.100.242.475.893,-219.144.716.572.134,286.582.967.948.936,10.959.371.505.546,Low Risk,Papua,No
7/6/2014,921.840.223.949.334,630.887.552.449.987,434.576.914.072.968,72.515.829.345.508,849.037.126.608.902,259.001.704.795.692,246.072.805.600.706,870.955.552.551.327,146.117.992.084.241,-176.768.208.962.447,414.694.057.892.099,149.025.867.223.413,Low Risk,Papua,No
7/7/2014,959.661.838.761.379,609.709.165.421.102,571.029.869.560.152,845.902.981.220.692,790.980.707.069.144,537.028.369.266.285,301.293.595.747.557,805.098.668.794.065,157.396.656.174.355,18.853.833.102.262,389.209.457.188.677,125.685.913.493.008,Medium Risk,Sulawesi,No
7/8/2014,101.301.007.794.483,907.768.120.531.636,NA,497.792.240.819.529,581.412.477.536.162,NA,245.117.332.921.363,815.688.001.528.162,111.593.484.617.146,-118.018.476.236.162,392.326.545.666.532,118.792.829.816.387,Low Risk,Sulawesi,No
7/9/2014,929.036.054.997.598,954.465.180.073.274,547.399.863.812.607,787.946.761.611.156,753.301.334.299.747,70.265.991.171.872,402.433.823.794.127,836.519.898.673.648,973.357.723.669.161,-189.175.080.063.191,364.375.694.277.641,130.894.214.324.632,Low Risk,Kalimantan,No
7/10/2014,112.284.782.283.835,109.174.158.386.161,235.281.379.935.332,701.697.317.794.098,313.355.282.887.668,391.527.042.762.675,231.733.340.411.447,817.031.718.079.892,102.849.230.938.581,700.014.135.562.285,416.176.836.148.155,155.274.625.169.466,Low Risk,Papua,No
7/11/2014,621.452.769.402.888,465.111.913.155.942,368.940.251.143.649,745.904.348.844.781,665.689.882.648.064,647.195.187.433.264,231.793.411.625.549,804.218.948.859.689,103.575.461.567.148,355.258.375.905.176,277.251.510.602.103,724.845.419.704.097,Low Risk,Kalimantan,No
7/12/2014,993.910.338.703.311,912.122.138.289.901,264.307.365.017.012,536.836.197.120.897,463.295.660.508.826,543.877.419.288.397,126.664.906.593.505,72.897.164.550.212,108.966.803.565.008,-129.789.531.928.102,345.876.256.933.084,122.548.528.683.908,Medium Risk,Papua,No
7/13/2014,788.088.237.729.986,668.345.163.617.671,353.573.278.733.529,713.764.598.917.894,456.961.855.040.434,39.470.676.750.756,39.985.542.495.735,965.346.180.816.864,117.916.352.302.777,-158.037.024.216.923,370.250.868.132.573,127.587.408.484.694,High Risk,Sulawesi,No
7/14/2014,758.602.417.251.035,70.636.698.943.531,448.007.966.144.942,788.936.407.237.213,613.294.658.125.495,NA,286.534.914.344.084,809.348.988.253.075,107.394.941.807.443,-135.962.036.564.826,343.939.766.066.765,109.684.655.248.305,Medium Risk,Sulawesi,No
7/15/2014,104.406.171.556.298,904.758.723.264.804,NA,827.773.016.632.047,55.863.133.746.491,400.995.909.075.759,269.885.082.277.469,782.678.865.983.362,115.396.700.657.995,-826.691.007.229.731,411.141.370.970.658,148.242.767.820.504,Low Risk,Papua,No
7/16/2014,123.055.683.201.053,854.222.603.377.684,420.760.090.395.343,55.098.805.918.101,5.912.324.172.051,508.131.795.625.163,216.132.818.295.155,746.540.453.647.273,144.055.756.326.838,103.208.146.767.832,456.828.195.160.367,NA,Low Risk,Kalimantan,No
7/17/2014,92.211.957.048.253,610.758.197.962.891,440.773.811.677.936,779.687.685.190.076,830.319.979.411.089,553.343.398.180.363,174.269.793.410.785,786.275.338.305.331,150.979.483.133.939,699.835.386.717.413,347.390.205.595.854,10.732.564.381.063,Low Risk,Papua,No
7/18/2014,989.630.667.917.817,122.503.185.337.298,347.768.019.079.231,612.964.048.790.071,26.296.644.553.363,748.023.420.179.775,373.036.642.984.953,903.354.410.907.741,807.840.763.644.623,-380.401.329.675.239,321.437.522.806.726,100.800.310.168.854,Low Risk,Papua,No
7/19/2014,773.079.025.589.838,40,599.424.845.783.506,667.921.843.602.693,444.474.819.246.629,558.866.880.243.117,273.595.403.025.392,817.384.122.158.919,128.846.504.264.973,731.256.033.007.416,316.555.587.720.951,874.416.736.056.107,Low Risk,Papua,No
7/20/2014,895.530.971.478.131,820.378.117.312.764,62.275.714.524.556,100,942.185.225.516.373,507.971.900.871.104,318.101.371.857.338,842.067.203.044.831,109.160.758.018.697,497.630.278.968.272,363.319.472.310.365,136.658.848.741.349,Low Risk,Sulawesi,No
7/21/2014,601.253.419.177.002,540.058.410.767.483,217.661.431.855.522,755.961.826.028.317,518.246.481.298.264,704.217.006.715.311,205.445.507.050.026,740.768.433.089.119,100.208.903.196.167,995.557.674.170.787,25.780.122.206.007,768.583.060.505.538,Low Risk,Kalimantan,No
7/22/2014,883.866.087.850.743,854.942.213.323.516,564.644.453.683.868,652.038.003.887.897,586.855.001.286.933,319.080.214.237.601,182.640.802.112.874,797.131.469.732.996,10.338.313.795.675,910.832.604.452.208,342.656.872.935.906,101.694.001.685.223,Medium Risk,Kalimantan,No
7/23/2014,11.173.372.696.866,915.360.697.399.127,375.319.261.620.753,738.081.473.052.129,400.571.118.739.115,52.141.703.097.727,244.072.841.161.396,738.174.412.100.073,122.065.244.101.191,135.294.053.386.656,413.069.736.368.605,143.498.641.222.765,Low Risk,Kalimantan,No
7/24/2014,110.364.479.656.469,848.202.210.662.018,NA,612.351.421.111.096,601.268.538.781.145,670.611.885.617.457,257.619.290.028.233,887.510.199.587.813,130.115.765.166.811,-175.961.320.599.454,399.344.594.157.852,132.159.850.767.131,Low Risk,Papua,No
7/25/2014,827.823.670.376.738,465.319.391.507.411,564.982.144.525.275,633.885.852.268.922,589.358.602.220.972,NA,400.458.628.290.799,831.606.017.158.814,137.970.611.729.456,76.059.893.290.645,348.836.396.585.455,130.452.507.279.884,Medium Risk,Kalimantan,No
7/26/2014,876.288.909.593.633,101.539.445.149.522,409.760.055.397.637,815.192.324.550.103,296.464.471.551.315,437.113.860.909.653,23.148.826.794.466,816.946.774.819.473,863.003.444.920.592,168.322.113.392.115,349.265.913.820.307,122.010.301.366.109,High Risk,Sulawesi,No
7/27/2014,598.715.673.517.122,40,31.037.393.434.206,68.058.157.212.922,342.981.052.323.605,329.525.619.692.505,245.584.558.623.377,752.163.415.236.633,99.785.945.586.187,-134.784.077.137.128,327.285.370.086.818,129.911.065.507.756,Low Risk,Papua,No
7/28/2014,474.802.418.891.392,40,273.314.114.289.824,705.678.211.475.588,302.478.452.228.832,614.684.632.282.373,387.907.201.463.822,814.669.817.878.531,791.337.364.818.986,-1.881.202.679.991,270.974.702.881.372,894.444.234.654.807,Medium Risk,Sulawesi,No
7/29/2014,958.436.077.133.858,666.144.266.489.411,517.795.054.933.522,776.958.648.822.609,694.314.804.927.982,613.548.802.228.722,238.113.460.319.582,100,143.878.154.530.223,-868.802.888.414.129,368.237.657.921.944,11.361.501.788.818,Low Risk,Kalimantan,No
7/30/2014,708.109.640.704.103,658.439.047.783.428,181.387.497.072.574,684.935.410.276.095,417.961.071.070.392,531.390.355.953.686,251.866.112.120.915,769.932.801.918.636,10.754.368.883.314,208.863.586.017.579,331.067.102.320.915,12.264.206.584.115,Low Risk,Kalimantan,No
7/31/2014,865.447.176.692.848,654.275.747.108.955,3.152.010.375.401,716.737.465.900.975,533.361.827.256.325,450.908.509.777.526,295.779.834.624.846,930.856.761.387.665,132.275.601.001.106,-111.384.231.173.878,355.868.442.786.239,970.651.294.275.731,Medium Risk,Sulawesi,No
8/1/2014,964.859.116.148.891,660.786.883.888.446,293.353.291.710.373,623.558.324.713.428,296.229.657.607.778,50.407.903.990.348,235.609.531.716.909,811.637.811.735.071,146.016.687.024.886,125.153.113.681.183,362.630.956.712.235,124.887.475.158.165,Low Risk,Sulawesi,No
8/2/2014,111.163.569.604.397,979.759.934.675.262,509.085.390.272.085,762.064.234.398.654,605.442.285.332.526,583.102.051.401.663,384.972.825.727.891,709.766.909.498.096,113.460.007.569.346,792.369.566.588.713,418.363.566.772.361,167.213.974.136.151,Low Risk,Papua,No
8/3/2014,108.231.124.635.948,104.267.433.911.911,354.596.602.916.718,653.412.487.915.134,393.432.018.787.133,636.257.771.409.531,22.003.437.400.097,754.795.516.900.536,103.801.465.688.113,21.222.976.095.758,371.509.146.820.748,142.618.772.888.064,Low Risk,Kalimantan,No
8/4/2014,10.231.697.224.315,859.869.925.244.422,NA,876.500.710.218.528,664.884.159.932.645,53.685.835.838.289,294.969.203.390.647,804.930.261.487.861,118.991.220.926.893,552.464.886.790.182,417.299.141.262.587,15.792.882.441.339,Low Risk,Papua,No
8/5/2014,789.087.717.923.313,583.900.775.695.492,224.379.601.948.895,752.546.299.122.105,558.365.299.888.737,434.253.010.199.961,951.486.348.942.854,766.205.435.668.409,131.514.619.653.885,591.337.481.775.203,325.853.711.140.868,958.510.910.839.256,Low Risk,Papua,No
8/6/2014,104.741.907.537.265,786.925.197.549.094,501.810.636.140.872,681.173.575.904.513,81.739.147.494.931,58.561.498.638.172,250.968.160.224.147,896.798.282.031.178,133.102.749.617.737,837.480.392.550.253,395.378.910.755.212,128.625.288.532.819,Low Risk,Papua,No
8/7/2014,693.862.094.221.728,40,349.998.674.229.719,722.437.143.907.881,588.106.557.427.928,405.707.478.797.967,126.451.799.653.005,705.545.908.997.439,115.643.682.370.288,-351.746.052.481.919,327.742.206.908.432,96.680.261.276.576,Low Risk,Papua,No
8/8/2014,687.943.938.972.683,498.693.922.785.959,244.311.882.280.745,76.453.887.599.429,388.815.670.636.924,NA,159.603.155.201.767,623.261.683.656.157,114.657.323.162.114,839.522.174.690.005,313.200.268.743.531,106.939.488.645.156,High Risk,Sulawesi,Yes
8/9/2014,627.143.918.136.373,523.221.017.289.797,452.609.126.092.866,663.698.617.110.397,588.600.439.723.621,582.232.947.877.509,392.757.509.092.335,717.888.565.264.308,104.523.986.356.062,297.141.248.703.102,292.545.370.934.005,100.625.766.474.894,Medium Risk,Kalimantan,No
8/10/2014,856.842.221.556.466,798.835.909.093.665,604.327.503.014.356,83.443.487.531.722,790.681.831.940.286,614.282.235.381.165,83.279.306.832.516,854.726.545.823.976,107.261.355.154.729,823.340.506.750.203,421.014.205.037.678,117.852.372.570.628,Medium Risk,Sulawesi,No
8/11/2014,959.351.874.331.368,549.358.996.115.547,486.446.255.918.127,599.988.946.615.338,475.655.427.122.084,431.448.390.452.803,384.604.571.659.584,825.346.485.765.654,159.891.979.055.228,812.299.006.458.593,398.831.820.929.721,143.434.534.335.013,Medium Risk,Papua,No
8/13/2014,103.644.281.769.609,746.868.804.117.848,337.169.594.424.777,857.080.446.909.064,336.435.615.865.447,600.904.284.616.377,279.872.214.398.347,664.629.684.657.445,138.771.737.684.273,41.362.657.398.693,372.802.887.477.076,121.505.381.142.554,Low Risk,Kalimantan,No
8/14/2014,880.155.558.134.465,730.020.732.825.364,635.353.210.079.484,708.434.829.470.508,836.833.551.702.535,416.383.844.736.795,265.023.911.073.804,78.912.580.353.165,12.056.583.033.307,-157.865.195.952.823,386.385.462.699.589,121.982.171.491.693,Medium Risk,Papua,No
8/15/2014,792.227.453.282.644,774.615.974.542.468,480.491.154.417.396,774.093.389.764.098,715.719.033.869.333,600.254.288.411.234,152.296.282.744.501,920.901.502.819.545,102.273.575.464.356,133.135.263.714.835,315.580.248.431.454,835.231.711.279.622,High Risk,Sulawesi,No
8/16/2014,853.154.856.973.151,671.503.176.526.821,294.313.628.629.316,894.366.274.594.155,502.048.278.897.584,46.596.609.834.009,215.179.038.194.474,752.851.255.589.745,127.051.499.798.687,-372.314.158.732.863,340.573.428.614.545,135.831.149.079.773,Medium Risk,Sulawesi,No
8/17/2014,949.606.659.013.368,104.454.497.462.853,263.582.859.588.787,610.754.022.772.163,19.658.238.022.813,585.652.042.195.238,209.217.913.295.142,747.467.299.790.851,909.110.361.046.038,-751.049.380.790.248,344.806.004.364.647,129.796.281.853.868,Low Risk,Sulawesi,No
8/18/2014,10.508.325.339.545,525.269.668.906.059,NA,806.446.222.463.706,492.193.914.198.898,39.397.490.521.772,338.365.675.345.995,764.931.008.311.465,175.138.755.659.083,114.796.023.333.768,418.921.730.399.793,161.531.448.430.245,Low Risk,Papua,No
8/19/2014,731.797.279.988.858,812.897.320.849.665,383.618.196.337.484,9.071.168.790.158,556.619.798.322.022,NA,235.105.493.946.467,91.118.888.956.858,900.233.352.010.511,123.131.837.708.295,312.210.487.248.836,110.145.939.496.549,High Risk,Papua,No
8/20/2014,645.954.735.274.455,40,599.584.970.695.432,783.611.543.452.276,546.848.186.620.434,564.903.227.468.745,355.785.332.357.045,863.057.622.281.363,107.659.122.545.742,258.298.000.338.049,29.568.201.488.862,922.879.577.738.248,Low Risk,Papua,No
8/21/2014,498.573.016.928.168,41.491.010.250.512,180.975.459.325.127,929.603.422.631.217,496.044.208.571.481,630.116.504.327.275,673.887.861.971.222,892.912.646.310.258,830.955.028.213.614,241.640.419.794.121,299.115.131.657.483,101.181.445.723.419,Medium Risk,Sulawesi,No
8/22/2014,614.142.329.340.688,40,447.483.023.251.407,726.254.512.889.025,617.239.606.676.371,577.859.651.874.527,168.332.720.892.504,695.753.309.053.206,102.357.054.890.115,-154.351.145.137.942,283.235.076.303.837,970.028.943.666.952,Low Risk,Sulawesi,No
8/23/2014,720.200.199.360.238,40,202.389.070.892.241,670.135.015.875.838,476.421.532.387.736,5.331.788.695.278,253.331.630.153.116,720.417.276.152.367,12.003.336.656.004,-882.071.105.173.392,343.038.836.661.966,975.353.220.476.501,Low Risk,Kalimantan,No
8/24/2014,748.716.411.970.819,967.241.960.350.795,507.355.437.211.227,486.261.466.253.373,40.970.567.412.686,476.669.022.580.116,238.632.753.656.711,667.707.779.043.614,774.073.543.810.359,21.729.595.008.432,285.554.021.237.079,899.213.845.815.083,High Risk,Kalimantan,Yes
8/25/2014,894.750.646.094.233,72.724.908.717.496,548.296.665.220.987,680.055.119.377.811,70.996.721.721.476,547.029.346.994.162,241.104.171.057.232,752.272.245.910.783,12.303.221.301.658,-124.448.922.157.159,357.565.483.738.547,144.261.344.259.776,Medium Risk,Kalimantan,No
8/26/2014,700.230.867.502.132,443.375.919.764.136,464.262.970.758.136,696.012.595.241.008,481.818.477.454.283,526.176.303.139.436,410.104.610.037.524,883.820.304.127.265,116.705.144.583.689,-418.023.508.345.989,308.365.290.752.197,823.069.043.187.613,Medium Risk,Kalimantan,No
8/27/2014,798.904.303.382.879,704.862.620.494.641,51.404.140.511.062,488.079.230.122.914,492.305.182.103.111,NA,104.443.889.432.587,833.566.202.263.307,113.341.845.652.454,-778.935.970.147.711,279.017.272.964.032,793.472.660.280.545,Low Risk,Papua,No
8/28/2014,66.447.667.767.591,696.303.101.913.943,234.634.329.346.009,740.510.996.811.573,604.357.559.964.848,6.537.079.024.019,248.384.844.465.181,74.882.972.542.254,954.292.284.278.856,228.181.872.779.205,298.112.537.535.382,100.080.478.619.807,Low Risk,Kalimantan,No
8/29/2014,649.476.415.859.408,5.584.028.563.977,361.149.740.254.041,870.592.435.758.592,602.380.210.131.619,73.323.264.956.927,956.403.478.584.252,821.015.896.036.279,108.246.069.309.901,144.330.062.285.879,25.389.086.954.874,685.553.978.818.377,Medium Risk,Kalimantan,No
8/30/2014,789.876.412.701.704,661.565.935.960.273,346.422.101.182.397,70.461.746.237.409,70.358.531.066.716,609.985.574.385.382,309.663.934.225.682,68.672.669.338.725,119.394.964.245.731,-451.470.212.383.034,325.925.388.063.253,116.116.752.940.705,Medium Risk,Sulawesi,No
8/31/2014,600.226.982.089.445,548.866.942.541.471,498.797.311.771.195,816.851.047.506.857,452.083.130.625.484,526.504.100.581.366,173.648.935.672.827,915.590.758.219.753,100.037.830.348.241,-179.947.601.741.811,261.837.016.401.182,846.076.316.877.799,Medium Risk,Sulawesi,No
9/1/2014,720.607.075.181.108,628.481.815.108.506,478.578.087.086.789,824.075.702.048.904,564.674.506.616.955,597.217.574.808.541,194.077.059.477.568,797.450.844.297.517,114.658.381.174.751,-152.616.061.320.162,291.287.174.794.328,820.372.141.590.003,Medium Risk,Papua,No
9/2/2014,128.743.347.905.285,896.983.592.778.248,557.971.590.075.176,772.469.140.504.022,650.205.088.005.076,642.325.877.568.022,20.561.234.978.959,728.123.791.758.648,143.529.211.617.489,925.414.278.132.104,445.428.654.562.816,150.680.409.777.914,Low Risk,Papua,No
9/3/2014,883.400.965.788.965,621.917.204.574.545,299.789.460.531.902,662.683.956.853.516,355.455.340.216.547,403.256.698.387.566,402.168.829.010.334,785.837.586.522.911,142.044.786.555.359,-513.072.710.896.909,383.798.934.823.736,11.073.627.987.739,High Risk,Kalimantan,No
9/4/2014,73.849.153.464.847,613.587.973.411.955,569.402.682.699.729,844.552.390.604.464,496.154.057.985.773,673.845.902.158.735,169.353.252.933.361,860.741.766.303.412,120.356.259.680.575,56.531.499.442.961,282.712.026.180.679,710.501.625.118.767,Medium Risk,Papua,No
9/5/2014,840.681.160.685.757,482.384.694.386.788,380.152.331.073.768,670.412.795.995.069,714.272.575.562.948,593.548.009.499.698,270.070.848.336.909,791.365.267.211.776,14.011.352.678.096,110.095.884.316.384,361.475.069.268.557,112.020.368.607.023,Low Risk,Sulawesi,No
9/6/2014,974.673.902.572.024,892.148.740.831.422,569.032.819.976.564,672.650.510.485.694,526.680.397.817.007,503.966.479.811.342,366.306.345.462.799,730.590.518.086.874,109.250.157.284.725,-568.290.177.128.028,388.725.575.689.048,140.023.802.002.611,Low Risk,Kalimantan,No
9/7/2014,904.835.384.008.269,850.404.382.756.986,512.533.997.376.449,75.822.951.232.234,226.667.169.674.497,635.795.953.287.439,157.597.478.684.038,875.088.773.972.426,106.400.602.155.273,-889.149.832.592.435,340.022.628.169.161,NA,Medium Risk,Papua,No
9/8/2014,812.211.162.847.165,886.369.440.174.589,191.390.598.670.114,928.741.750.432.376,448.007.609.608.327,628.329.785.398.318,17.336.926.511.256,726.975.477.766.932,916.334.799.050.815,-103.383.191.953.913,32.348.398.556.916,9.632.371.735.306,Low Risk,Sulawesi,No
9/9/2014,59.269.638.906.511,574.304.032.473.725,359.160.455.304.664,754.511.982.755.293,591.685.882.952.674,500.066.059.947.361,295.686.655.975.878,852.916.481.083.081,987.827.315.108.517,553.556.723.699.814,306.480.223.912.137,908.652.824.473.401,Low Risk,Papua,No
9/10/2014,798.908.071.298.754,722.465.956.320.135,567.940.118.012.484,547.505.718.284.812,546.931.533.506.925,613.074.747.677.211,130.043.188.647.833,874.080.860.947.962,11.058.072.208.246,-917.195.190.779.333,305.504.722.001.361,NA,Medium Risk,Kalimantan,No
9/11/2014,105.698.669.129.294,860.472.579.748.437,463.961.042.976.007,718.076.779.612.616,549.776.669.650.848,574.525.375.706.806,323.820.962.116.588,891.412.983.735.708,122.837.928.386.046,-160.487.971.108.852,401.772.422.090.477,160.072.695.281.544,Low Risk,Kalimantan,No
